,customer,gender,age,card_name,date,merchant,amount,company,installment,location,category,point
4611,C014,M,30,ONE AIR(UniMile),2023-02-11,자동차서비스,1354,IBK기업은행,0,경북,자동차,TOP POINT1
4612,C047,F,20,현대카드 X BOOST,2022-05-18,가전,1698,현대카드,7,전북,가전/가구,M-POINT
4613,C005,F,60,LOCA LIKIT - New York Blue,2023-04-02,통신,6329,롯데카드,24,충남,가정생활/서비스,L.POINT
4614,C040,F,50,신한카드 Mr.Life,2022-09-15,안경,1703,신한카드,9,대전,의류/잡화,네이버 포인트
4615,C001,M,60,현대카드ZERO Edition2(할인형),2023-05-02,종합병원,11777,현대카드,11,제주,의료,네이버 포인트
4616,C003,M,20,LOCA LIKIT - Manhattan Yellow,2022-09-22,시계/귀금속,2047,롯데카드,10,제주,의류/잡화,L.POINT
4617,C030,M,50,현대카드ZERO Edition2(할인형),2022-11-30,LPG,4112,현대카드,21,인천,주유,네이버 포인트
4618,C037,F,40,내맘대로 쁨 카드,2023-03-23,취미/전문학원,12425,하나카드,14,충북,교육/학원,네이버 포인트
4619,C040,F,50,MULTI Young(멀티 영) 카드,2023-03-13,자동차판매,1488,하나카드,12,대전,자동차,네이버 포인트
4620,C002,F,30,카드의정석 POINT,2023-03-18,여행사,4264,우리카드,15,울산,여행/교통,네이버 포인트
4621,C031,M,20,삼성카드 taptap O,2022-05-28,미용서비스,5386,삼성카드,27,세종,미용,보너스포인트
4622,C014,M,30,ONE AIR(UniMile),2023-03-04,디지털 콘텐츠,29284,IBK기업은행,20,제주,전자상거래,네이버 포인트
4623,C023,M,20,신세계 BC 바로 리워드 플러스,2022-10-17,외국어학원,2351,BC카드,11,세종,교육/학원,네이버 포인트
4624,C044,F,30,Smart Any 카드(스마트애니),2022-05-17,일반병원,3456,하나카드,10,경북,의료,네이버 포인트
4625,C021,F,40,1Q Daily+,2022-07-23,할인점/슈퍼마켓,36090,하나카드,35,대전,유통,하나머니
4626,C022,M,30,카드의정석 UniMile,2022-12-08,주유소,5018,우리카드,15,울산,주유,모아포인트
4627,C044,F,30,Smart Any 카드(스마트애니),2023-01-25,교육용품,1903,하나카드,7,세종,교육/학원,하나머니
4628,C042,M,60,신세계 BC 바로 리워드 플러스,2022-07-31,홈쇼핑,182706,BC카드,3,세종,전자상거래,네이버 포인트
4629,C040,F,50,신한카드 Mr.Life,2022-08-22,시계/귀금속,1530,신한카드,10,대전,의류/잡화,마이신한포인트
4630,C010,M,60,톡톡D 카드,2023-03-23,화원,5126,KB국민카드,30,전남,스포츠/문화/레저,포인트리
4631,C007,F,20,신세계 BC 바로 콰트로 플러스,2023-04-14,의복/의류,1278,BC카드,14,울산,의류/잡화,네이버 포인트
4632,C041,M,30,LOCA LIKIT Play,2022-11-14,취미/전문학원,1582,롯데카드,5,제주,교육/학원,네이버 포인트
4633,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2023-04-26,치과병원,11535,하나카드,20,서울,의료,네이버 포인트
4634,C042,M,60,삼성카드 taptap O,2023-04-30,지하철,4567,삼성카드,29,서울,여행/교통,보너스포인트
4635,C049,F,10,BC 바로 리워드 플러스,2022-07-18,한식,22118,BC카드,12,전북,요식/유흥,네이버 포인트
4636,C044,F,30,Smart Any 카드(스마트애니),2023-01-12,치과병원,8161,하나카드,24,대전,의료,네이버 포인트
4637,C016,M,40,NH20 해봄카드,2023-03-24,시계/귀금속,1286,NH농협카드,8,인천,의류/잡화,NH포인트
4638,C003,M,20,BC 바로 에어 플러스,2022-12-26,시계/귀금속,1296,BC카드,24,경남,의류/잡화,네이버 포인트
4639,C004,F,40,LOCA LIKIT 1.2,2022-06-26,인테리어,1917,롯데카드,5,경기,가정생활/서비스,네이버 포인트
4640,C025,F,50,Oil & Life카드(Oil카드),2022-11-12,생활서비스,20411,IBK기업은행,12,충북,가정생활/서비스,네이버 포인트
4641,C049,F,10,D4@카드의정석,2022-10-07,결제대행(PG),79264,우리카드,25,서울,전자상거래,모아포인트
4642,C004,F,40,LOCA LIKIT 1.2,2022-11-20,제과점,5755,롯데카드,14,경남,요식/유흥,네이버 포인트
4643,C001,M,60,현대카드ZERO Edition2(할인형),2023-01-11,패스트푸드,5839,현대카드,16,대전,요식/유흥,M-POINT
4644,C019,M,60,BC 바로 에어 플러스,2022-12-05,가구,2732,BC카드,6,경남,가전/가구,네이버 포인트
4645,C037,F,40,내맘대로 쁨 카드,2022-05-29,치과병원,8250,하나카드,3,전북,의료,하나머니
4646,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-07-20,중식,24917,NH농협카드,35,서울,요식/유흥,네이버 포인트
4647,C024,F,30,BeV V카드(스카이패스형),2022-11-01,홈쇼핑,27924,KB국민카드,23,충남,전자상거래,포인트리
4648,C023,M,20,신세계 BC 바로 리워드 플러스,2022-12-04,정육점,47931,BC카드,7,충북,음/식료품,네이버 포인트
4649,C018,M,50,삼성 iD SIMPLE 카드,2022-05-19,LPG,11252,삼성카드,32,제주,주유,네이버 포인트
4650,C029,M,30,현대카드 M BOOST,2023-05-04,농수산물,22978,현대카드,18,경남,음/식료품,M-POINT
4651,C031,M,20,삼성카드 taptap O,2023-01-06,스포츠시설,3793,삼성카드,7,경남,스포츠/문화/레저,네이버 포인트
4652,C042,M,60,신세계 BC 바로 리워드 플러스,2022-11-25,치과병원,1422,BC카드,7,부산,의료,네이버 포인트
4653,C044,F,30,Smart Any 카드(스마트애니),2022-11-03,화원,4751,하나카드,35,부산,스포츠/문화/레저,네이버 포인트
4654,C014,M,30,ONE AIR(UniMile),2022-11-08,여행사,15551,IBK기업은행,10,전북,여행/교통,네이버 포인트
4655,C012,F,30,현대카드 M BOOST,2022-09-06,일반병원,3300,현대카드,24,강원,의료,네이버 포인트
4656,C018,M,50,삼성 iD SIMPLE 카드,2022-08-16,자동차판매,1308,삼성카드,35,제주,자동차,네이버 포인트
4657,C036,F,40,삼성카드 & MILEAGE PLATINUM (스카이패스),2022-08-18,백화점,15432,삼성카드,0,충남,유통,네이버 포인트
4658,C002,F,30,카드의정석 POINT,2023-03-05,치과병원,11414,우리카드,10,전북,의료,네이버 포인트
4659,C044,F,30,카드의정석 SHOPPING,2022-05-18,패션/잡화,2096,우리카드,28,부산,의류/잡화,네이버 포인트
4660,C011,M,30,올바른 MYPICK 카드,2023-01-03,결제대행(PG),11729,NH농협카드,13,전북,전자상거래,네이버 포인트
4661,C039,M,50,LOCA LIKIT 1.2,2023-03-20,제과점,12294,롯데카드,34,광주,요식/유흥,네이버 포인트
4662,C020,M,70,다담카드,2023-02-13,미용실,10848,KB국민카드,11,경기,미용,포인트리
4663,C022,M,30,ONE AIR(UniMile),2022-06-23,배달앱,251965,IBK기업은행,35,광주,전자상거래,TOP POINT1
4664,C006,F,70,신세계 BC 바로 리워드 플러스,2022-06-14,시계/귀금속,1619,BC카드,35,경북,의류/잡화,TOP POINT2
4665,C034,F,50,신한카드 Deep Dream(모베러웍스),2022-10-25,스포츠시설,4596,신한카드,11,경기,스포츠/문화/레저,네이버 포인트
4666,C014,M,30,ONE AIR(UniMile),2022-10-11,농수산물,21274,IBK기업은행,35,광주,음/식료품,네이버 포인트
4667,C018,M,50,신세계 BC 바로 리워드 플러스,2022-07-17,교육용품,10669,BC카드,18,전북,교육/학원,TOP POINT2
4668,C037,F,40,내맘대로 쁨 카드,2023-04-14,화장품,12095,하나카드,13,부산,미용,하나머니
4669,C032,M,20,BC 바로 페이백 플러스,2023-04-29,정육점,5824,BC카드,19,충북,음/식료품,네이버 포인트
4670,C003,M,20,LOCA LIKIT - Manhattan Yellow,2023-04-25,미용실,10872,롯데카드,28,서울,미용,네이버 포인트
4671,C004,F,40,THE iD. PLATINUM(포인트),2022-10-21,네이버 쇼핑,160869,삼성카드,28,경북,전자상거래,보너스포인트
4672,C033,F,40,the Green Edition2,2022-05-26,시계/귀금속,1060,현대카드,6,인천,의류/잡화,M-POINT
4673,C003,M,20,BC 바로 에어 플러스,2022-12-31,결제대행(PG),107946,BC카드,24,충남,전자상거래,네이버 포인트
4674,C009,F,60,다담카드,2022-08-18,의복/의류,1131,KB국민카드,7,광주,의류/잡화,포인트리
4675,C031,M,20,삼성카드 taptap O,2022-06-02,자동차서비스,1155,삼성카드,19,대전,자동차,네이버 포인트
4676,C009,F,60,다담카드,2022-07-07,농수산물,25817,KB국민카드,3,대전,음/식료품,포인트리
4677,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-08-24,정육점,39102,하나카드,25,전북,음/식료품,하나머니
4678,C048,M,40,신한카드 Deep Oil,2023-03-14,놀이공원,1012,신한카드,32,전남,스포츠/문화/레저,마이신한포인트
4679,C006,F,70,신세계 BC 바로 리워드 플러스,2022-06-26,안경,1696,BC카드,2,대구,의류/잡화,네이버 포인트
4680,C035,F,60,별다줄카드,2023-05-04,편의점,63300,NH농협카드,27,충북,유통,NH포인트
4681,C004,F,40,THE iD. PLATINUM(포인트),2022-12-07,취미/오락,3699,삼성카드,1,경북,스포츠/문화/레저,보너스포인트
4682,C015,M,60,현대카드ZERO Edition2(할인형),2023-04-30,주유소,5710,현대카드,33,부산,주유,M-POINT
4683,C019,M,60,BC 바로 에어 플러스,2022-07-11,일반병원,11543,BC카드,2,대구,의료,TOP POINT2
4684,C038,F,20,별다줄카드,2022-08-04,편의점,3420,NH농협카드,3,광주,유통,네이버 포인트
4685,C031,M,20,삼성카드 taptap O,2023-05-03,정육점,11448,삼성카드,28,경남,음/식료품,네이버 포인트
4686,C044,F,30,카드의정석 SHOPPING,2023-03-04,농수산물,22374,우리카드,14,대구,음/식료품,모아포인트
4687,C002,F,30,카드의정석 POINT,2022-08-17,편의점,5328,우리카드,0,인천,유통,네이버 포인트
4688,C044,F,30,Smart Any 카드(스마트애니),2022-12-09,서점,1935,하나카드,30,세종,스포츠/문화/레저,네이버 포인트
4689,C048,M,40,신한카드 Deep Oil,2022-07-24,문화용품,4997,신한카드,18,서울,스포츠/문화/레저,마이신한포인트
4690,C003,M,20,LOCA LIKIT - Manhattan Yellow,2022-10-16,정육점,34996,롯데카드,34,대구,음/식료품,네이버 포인트
4691,C007,F,20,신세계 BC 바로 콰트로 플러스,2022-08-06,KTX,24711,BC카드,34,부산,여행/교통,TOP POINT2
4692,C035,F,60,American Express Gold Card,2023-05-02,패션/잡화,3311,현대카드,24,인천,의류/잡화,M-POINT
4693,C030,M,50,삼성카드 taptap O,2023-02-28,영화/공연,2882,삼성카드,14,울산,스포츠/문화/레저,네이버 포인트
4694,C031,M,20,IBK 무직타이거 카드(신용),2023-04-25,한의원,2411,IBK기업은행,31,강원,의료,TOP POINT1
4695,C033,F,40,the Green Edition2,2022-06-15,버스,17187,현대카드,18,충남,여행/교통,M-POINT
4696,C002,F,30,카드의정석 POINT,2022-11-21,미용서비스,1089,우리카드,2,세종,미용,모아포인트
4697,C048,M,40,신한카드 Deep Oil,2023-04-02,가구,1452,신한카드,33,대전,가전/가구,네이버 포인트
4698,C039,M,50,LOCA LIKIT 1.2,2023-03-18,가구,2454,롯데카드,32,대전,가전/가구,네이버 포인트
4699,C013,F,30,BC 바로 페이백 플러스,2022-05-24,일반병원,7912,BC카드,10,서울,의료,네이버 포인트
4700,C046,F,60,신한카드 Deep Dream Platinum+,2022-10-17,호텔,13063,신한카드,11,제주,여행/교통,마이신한포인트
4701,C041,M,30,LOCA LIKIT Play,2023-02-20,안경,1312,롯데카드,20,대구,의류/잡화,L.POINT
4702,C003,M,20,BC 바로 에어 플러스,2023-01-12,LPG,4429,BC카드,27,충북,주유,TOP POINT2
4703,C025,F,50,신한카드 래플(Raffle),2023-04-08,약국,7631,신한카드,25,충남,의료,네이버 포인트
4704,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-12-15,패션/잡화,2664,NH농협카드,11,강원,의류/잡화,NH포인트
4705,C025,F,50,신한카드 래플(Raffle),2022-09-07,지하철,4992,신한카드,26,전남,여행/교통,네이버 포인트
4706,C038,F,20,밸런스 카드,2022-06-29,일식,28419,BC카드,8,충남,요식/유흥,네이버 포인트
4707,C020,M,70,다담카드,2022-10-06,LPG,4714,KB국민카드,2,세종,주유,네이버 포인트
4708,C013,F,30,LOCA LIKIT 1.2,2023-02-11,패션/잡화,2555,롯데카드,16,대전,의류/잡화,L.POINT
4709,C028,M,40,롯데백화점 롯데카드,2022-10-13,주유소,3837,롯데카드,18,충남,주유,네이버 포인트
4710,C014,M,30,별다줄카드,2023-02-20,항공,21001,NH농협카드,20,전북,여행/교통,NH포인트
4711,C015,M,60,NH올원 All100(올백)카드,2022-05-23,스포츠시설,2460,NH농협카드,0,강원,스포츠/문화/레저,네이버 포인트
4712,C039,M,50,카드의정석 WOWRI,2022-06-26,농수산물,19687,우리카드,27,제주,음/식료품,네이버 포인트
4713,C019,M,60,BC 바로 에어 플러스,2023-03-19,약국,9520,BC카드,16,충북,의료,TOP POINT2
4714,C032,M,20,BC 바로 페이백 플러스,2023-02-12,미용실,9295,BC카드,2,세종,미용,TOP POINT2
4715,C015,M,60,NH올원 All100(올백)카드,2022-08-19,약국,5952,NH농협카드,26,울산,의료,NH포인트
4716,C018,M,50,삼성 iD SIMPLE 카드,2022-09-20,농수산물,40295,삼성카드,23,대구,음/식료품,보너스포인트
4717,C049,F,10,BC 바로 리워드 플러스,2022-07-31,치과병원,5785,BC카드,11,전북,의료,네이버 포인트
4718,C016,M,40,NH20 해봄카드,2023-01-01,문화용품,2073,NH농협카드,21,부산,스포츠/문화/레저,NH포인트
4719,C032,M,20,BC 바로 페이백 플러스,2022-11-10,서점,1349,BC카드,24,전북,스포츠/문화/레저,네이버 포인트
4720,C013,F,30,LOCA LIKIT 1.2,2023-04-18,주유소,1873,롯데카드,23,전남,주유,L.POINT
4721,C050,M,10,신한카드 B.Big(삑),2023-02-13,미용서비스,11201,신한카드,5,서울,미용,네이버 포인트
4722,C042,M,60,신세계 BC 바로 리워드 플러스,2022-05-17,결제대행(PG),334036,BC카드,18,세종,전자상거래,네이버 포인트
4723,C041,M,30,KB국민 My WE:SH 카드,2023-01-25,화원,2724,KB국민카드,27,경북,스포츠/문화/레저,네이버 포인트
4724,C037,F,40,별다줄카드,2022-05-14,정육점,46927,NH농협카드,16,전남,음/식료품,NH포인트
4725,C035,F,60,별다줄카드,2022-11-18,가구,1755,NH농협카드,0,경남,가전/가구,네이버 포인트
4726,C011,M,30,올바른 MYPICK 카드,2022-05-26,예체능학원,8170,NH농협카드,16,광주,교육/학원,NH포인트
4727,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2022-08-22,가전,2676,KB국민카드,18,세종,가전/가구,네이버 포인트
4728,C001,M,60,현대카드ZERO Edition2(할인형),2023-01-14,한의원,8458,현대카드,16,광주,의료,M-POINT
4729,C047,F,20,KB국민 My WE:SH 카드,2022-06-06,취미/전문학원,10903,KB국민카드,3,대전,교육/학원,네이버 포인트
4730,C039,M,50,카드의정석 WOWRI,2022-09-25,의복/의류,1121,우리카드,3,부산,의류/잡화,모아포인트
4731,C048,M,40,신한카드 Deep Oil,2023-04-10,교육용품,10093,신한카드,7,제주,교육/학원,네이버 포인트
4732,C040,F,50,신한카드 Mr.Life,2023-03-12,안경,2660,신한카드,18,광주,의류/잡화,마이신한포인트
4733,C019,M,60,BC 바로 에어 플러스,2023-03-28,서점,4989,BC카드,16,제주,스포츠/문화/레저,TOP POINT2
4734,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2023-05-03,서점,1800,KB국민카드,34,울산,스포츠/문화/레저,포인트리
4735,C005,F,60,LOCA LIKIT - New York Blue,2022-08-06,서점,1257,롯데카드,29,인천,스포츠/문화/레저,L.POINT
4736,C014,M,30,ONE AIR(UniMile),2023-04-26,생활잡화,73402,IBK기업은행,1,전남,유통,네이버 포인트
4737,C013,F,30,LOCA LIKIT 1.2,2023-02-04,커피,11080,롯데카드,8,전남,요식/유흥,네이버 포인트
4738,C049,F,10,D4@카드의정석,2022-10-01,시계/귀금속,3151,우리카드,14,경기,의류/잡화,모아포인트
4739,C045,F,60,신한카드 Deep Dream(모베러웍스),2023-04-07,외국어학원,14125,신한카드,7,인천,교육/학원,마이신한포인트
4740,C027,M,40,MULTI Young(멀티 영) 카드,2023-03-06,자동차용품,1278,하나카드,17,대전,자동차,네이버 포인트
4741,C010,M,60,#MY WAY 카드,2022-11-30,일식,2068,하나카드,12,대구,요식/유흥,하나머니
4742,C029,M,30,LOCA 365 카드,2022-05-14,농수산물,47110,롯데카드,24,경기,음/식료품,L.POINT
4743,C028,M,40,롯데백화점 롯데카드,2022-12-04,정육점,18032,롯데카드,16,세종,음/식료품,네이버 포인트
4744,C002,F,30,카드의정석 POINT,2022-11-07,온라인거래,176591,우리카드,3,광주,전자상거래,모아포인트
4745,C029,M,30,LOCA 365 카드,2022-08-15,일식,6031,롯데카드,10,서울,요식/유흥,L.POINT
4746,C045,F,60,K-FIRST (모바일전용),2023-05-07,호텔,23169,BC카드,33,전남,여행/교통,네이버 포인트
4747,C034,F,50,신한카드 Deep Dream(모베러웍스),2023-03-30,가전,1593,신한카드,26,세종,가전/가구,마이신한포인트
4748,C016,M,40,NH20 해봄카드,2023-03-15,교육용품,8011,NH농협카드,35,전남,교육/학원,네이버 포인트
4749,C020,M,70,신한카드 Deep Dream Platinum+,2022-11-09,통신,2474,신한카드,2,대구,가정생활/서비스,마이신한포인트
4750,C034,F,50,마일앤조이카드(아시아나),2022-06-11,자동차용품,1128,IBK기업은행,13,대전,자동차,네이버 포인트
4751,C048,M,40,신한카드 Deep Oil,2022-09-09,가구,2658,신한카드,17,제주,가전/가구,네이버 포인트
4752,C004,F,40,LOCA LIKIT 1.2,2022-06-26,할인점/슈퍼마켓,71490,롯데카드,21,인천,유통,L.POINT
4753,C024,F,30,BeV V카드(스카이패스형),2023-03-13,정육점,34805,KB국민카드,11,충남,음/식료품,포인트리
4754,C002,F,30,카드의정석 POINT,2022-06-14,취미/오락,4236,우리카드,10,대구,스포츠/문화/레저,모아포인트
4755,C037,F,40,내맘대로 쁨 카드,2022-07-26,디지털 콘텐츠,79281,하나카드,34,제주,전자상거래,하나머니
4756,C043,M,50,신한카드 Deep Dream Platinum+,2023-04-10,가전,1476,신한카드,28,부산,가전/가구,마이신한포인트
4757,C038,F,20,밸런스 카드,2022-11-18,종합병원,5314,BC카드,31,부산,의료,TOP POINT2
4758,C047,F,20,KB국민 My WE:SH 카드,2023-02-12,자동차판매,1088,KB국민카드,24,충북,자동차,포인트리
4759,C028,M,40,MULTI Oil(멀티 오일) 카드,2023-03-13,스포츠시설,3305,하나카드,28,인천,스포츠/문화/레저,네이버 포인트
4760,C027,M,40,신세계 BC 바로 SEVEN FLEX,2023-03-05,면세점,11678,BC카드,23,인천,여행/교통,TOP POINT2
4761,C047,F,20,KB국민 My WE:SH 카드,2023-04-20,한의원,10693,KB국민카드,17,부산,의료,포인트리
4762,C045,F,60,신한카드 Deep Dream(모베러웍스),2023-04-21,택시,8345,신한카드,8,대구,여행/교통,마이신한포인트
4763,C019,M,60,롯데백화점 FLEX카드,2023-02-27,가전,1970,롯데카드,25,부산,가전/가구,L.POINT
4764,C017,M,60,NH20 해봄카드,2022-07-12,농수산물,39281,NH농협카드,26,충북,음/식료품,네이버 포인트
4765,C046,F,60,IBK-Hybrid(하이브리드)카드,2022-06-29,지하철,27506,IBK기업은행,20,세종,여행/교통,네이버 포인트
4766,C045,F,60,신한카드 Deep Dream(모베러웍스),2022-09-27,택시,20407,신한카드,5,부산,여행/교통,마이신한포인트
4767,C025,F,50,Oil & Life카드(Oil카드),2023-02-08,중식,7094,IBK기업은행,18,전남,요식/유흥,TOP POINT1
4768,C043,M,50,신한카드 Deep Dream Platinum+,2022-07-20,주유소,1453,신한카드,24,제주,주유,마이신한포인트
4769,C006,F,70,신세계 BC 바로 리워드 플러스,2022-07-02,정육점,24629,BC카드,9,서울,음/식료품,TOP POINT2
4770,C008,F,50,1Q Daily+,2022-12-13,자동차용품,1097,하나카드,1,대전,자동차,네이버 포인트
4771,C040,F,50,신한카드 Mr.Life,2022-09-03,자동차용품,1466,신한카드,32,충북,자동차,네이버 포인트
4772,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2023-01-04,주유소,3968,하나카드,32,강원,주유,하나머니
4773,C020,M,70,신한카드 Deep Dream Platinum+,2023-01-12,가구,2265,신한카드,21,충남,가전/가구,네이버 포인트
4774,C044,F,30,카드의정석 SHOPPING,2022-08-20,가구,2466,우리카드,0,전남,가전/가구,네이버 포인트
4775,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-11-13,약국,2215,NH농협카드,10,전남,의료,NH포인트
4776,C032,M,20,BC 바로 페이백 플러스,2022-12-07,자동차서비스,1323,BC카드,17,인천,자동차,TOP POINT2
4777,C046,F,60,신한카드 Deep Dream Platinum+,2022-09-12,편의점,67275,신한카드,32,서울,유통,마이신한포인트
4778,C049,F,10,BC 바로 리워드 플러스,2023-04-27,가전,2645,BC카드,3,경남,가전/가구,TOP POINT2
4779,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2023-01-28,할인점/슈퍼마켓,49606,NH농협카드,22,서울,유통,네이버 포인트
4780,C013,F,30,BC 바로 페이백 플러스,2023-01-27,화장품,8853,BC카드,6,대구,미용,네이버 포인트
4781,C039,M,50,LOCA LIKIT 1.2,2022-09-23,서점,3807,롯데카드,27,전북,스포츠/문화/레저,네이버 포인트
4782,C050,M,10,신한카드 B.Big(삑),2022-08-14,배달앱,22945,신한카드,30,세종,전자상거래,마이신한포인트
4783,C005,F,60,LOCA LIKIT - New York Blue,2022-09-05,쿠팡,99596,롯데카드,4,세종,전자상거래,L.POINT
4784,C043,M,50,신한카드 Deep Dream Platinum+,2022-08-18,편의점,35198,신한카드,18,대전,유통,네이버 포인트
4785,C002,F,30,카드의정석 POINT,2022-12-10,화장품,5488,우리카드,28,경북,미용,모아포인트
4786,C049,F,10,D4@카드의정석,2022-07-23,커피,14740,우리카드,18,경남,요식/유흥,네이버 포인트
4787,C040,F,50,신한카드 Mr.Life,2023-03-29,LPG,10545,신한카드,17,대구,주유,마이신한포인트
4788,C027,M,40,신세계 BC 바로 SEVEN FLEX,2022-07-08,가구,2291,BC카드,2,울산,가전/가구,TOP POINT2
4789,C046,F,60,IBK-Hybrid(하이브리드)카드,2022-11-23,LPG,4909,IBK기업은행,32,제주,주유,네이버 포인트
4790,C030,M,50,삼성카드 taptap O,2023-04-04,미용서비스,8939,삼성카드,1,세종,미용,네이버 포인트
4791,C044,F,30,Smart Any 카드(스마트애니),2022-12-03,할인점/슈퍼마켓,74740,하나카드,34,전북,유통,네이버 포인트
4792,C039,M,50,카드의정석 WOWRI,2022-10-08,정육점,34874,우리카드,10,세종,음/식료품,모아포인트
4793,C040,F,50,MULTI Young(멀티 영) 카드,2022-06-15,KTX,26501,하나카드,33,서울,여행/교통,네이버 포인트
4794,C009,F,60,알뜰교통카드,2022-12-12,농수산물,46397,우리카드,2,대전,음/식료품,네이버 포인트
4795,C047,F,20,현대카드 X BOOST,2023-01-06,자동차서비스,1413,현대카드,31,전남,자동차,M-POINT
4796,C013,F,30,LOCA LIKIT 1.2,2022-09-19,외국어학원,7535,롯데카드,10,전북,교육/학원,네이버 포인트
4797,C034,F,50,신한카드 Deep Dream(모베러웍스),2023-04-24,주유소,10236,신한카드,6,대구,주유,네이버 포인트
4798,C021,F,40,1Q Daily+,2022-10-02,가구,2111,하나카드,29,인천,가전/가구,네이버 포인트
4799,C018,M,50,삼성 iD SIMPLE 카드,2022-07-20,백화점,26057,삼성카드,2,경남,유통,보너스포인트
4800,C006,F,70,신세계 BC 바로 리워드 플러스,2022-08-23,가전,1425,BC카드,3,전남,가전/가구,TOP POINT2
4801,C007,F,20,카드의정석 SHOPPING,2022-11-05,가구,2810,우리카드,11,부산,가전/가구,모아포인트
4802,C025,F,50,신한카드 래플(Raffle),2022-05-26,자동차판매,1259,신한카드,29,대전,자동차,네이버 포인트
4803,C040,F,50,신한카드 Mr.Life,2023-03-20,놀이공원,4880,신한카드,26,인천,스포츠/문화/레저,마이신한포인트
4804,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2023-02-12,업무서비스,15415,KB국민카드,35,제주,가정생활/서비스,포인트리
4805,C044,F,30,Smart Any 카드(스마트애니),2023-03-25,미용서비스,1852,하나카드,7,서울,미용,네이버 포인트
4806,C025,F,50,Oil & Life카드(Oil카드),2022-09-14,백화점,8871,IBK기업은행,31,강원,유통,TOP POINT1
4807,C036,F,40,삼성카드 & MILEAGE PLATINUM (스카이패스),2023-05-08,면세점,7123,삼성카드,1,제주,여행/교통,네이버 포인트
4808,C037,F,40,별다줄카드,2022-08-06,한식,27831,NH농협카드,34,대구,요식/유흥,네이버 포인트
4809,C040,F,50,신한카드 Mr.Life,2023-02-03,온라인거래,241051,신한카드,30,충남,전자상거래,네이버 포인트
4810,C036,F,40,MULTI On(멀티 온) 카드,2022-11-16,자동차판매,1441,하나카드,15,경기,자동차,네이버 포인트
4811,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2023-04-24,일반병원,6908,NH농협카드,2,경북,의료,네이버 포인트
4812,C007,F,20,카드의정석 SHOPPING,2022-10-19,한의원,5966,우리카드,0,대전,의료,네이버 포인트
4813,C024,F,30,마일앤조이카드(대한항공),2023-02-24,할인점/슈퍼마켓,70799,IBK기업은행,6,울산,유통,네이버 포인트
4814,C023,M,20,신세계 BC 바로 리워드 플러스,2023-01-19,정육점,32965,BC카드,6,인천,음/식료품,네이버 포인트
4815,C042,M,60,삼성카드 taptap O,2022-07-16,홈쇼핑,74311,삼성카드,18,광주,전자상거래,네이버 포인트
4816,C037,F,40,별다줄카드,2022-08-08,중식,14566,NH농협카드,25,경기,요식/유흥,네이버 포인트
4817,C049,F,10,BC 바로 리워드 플러스,2023-02-28,미용실,10187,BC카드,9,충북,미용,네이버 포인트
4818,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2023-03-02,생활잡화,30636,KB국민카드,23,충남,유통,네이버 포인트
4819,C027,M,40,MULTI Young(멀티 영) 카드,2022-12-01,교육용품,6578,하나카드,26,충남,교육/학원,네이버 포인트
4820,C002,F,30,카드의정석 POINT,2022-11-22,가전,1857,우리카드,23,세종,가전/가구,모아포인트
4821,C012,F,30,신한카드 B.Big(삑),2023-03-08,백화점,24478,신한카드,18,세종,유통,네이버 포인트
4822,C003,M,20,LOCA LIKIT - Manhattan Yellow,2022-05-14,할인점/슈퍼마켓,84967,롯데카드,3,대전,유통,네이버 포인트
4823,C011,M,30,BC 바로 페이백 플러스,2022-07-31,자동차판매,1478,BC카드,1,세종,자동차,TOP POINT2
4824,C011,M,30,BC 바로 페이백 플러스,2023-02-24,업무서비스,22548,BC카드,23,전북,가정생활/서비스,네이버 포인트
4825,C033,F,40,BLISS.7 카드(포인트),2022-11-28,업무서비스,31780,IBK기업은행,18,세종,가정생활/서비스,네이버 포인트
4826,C018,M,50,삼성 iD SIMPLE 카드,2022-12-02,업무서비스,27690,삼성카드,20,충남,가정생활/서비스,보너스포인트
4827,C035,F,60,별다줄카드,2022-06-29,가구,1595,NH농협카드,8,광주,가전/가구,NH포인트
4828,C006,F,70,알뜰교통카드,2022-06-22,놀이공원,3467,우리카드,25,전남,스포츠/문화/레저,네이버 포인트
4829,C045,F,60,신한카드 Deep Dream(모베러웍스),2023-02-24,자동차서비스,1362,신한카드,10,경남,자동차,네이버 포인트
4830,C016,M,40,NH20 해봄카드,2023-01-09,예체능학원,2297,NH농협카드,29,부산,교육/학원,NH포인트
4831,C036,F,40,MULTI On(멀티 온) 카드,2022-06-11,여행사,11950,하나카드,15,경북,여행/교통,하나머니
